minwon_title,minwon_content,minwon_type,minwon_department
 공간대여 집합금지 무엇보다 안전한곳입니다  멈춰주세요, 년 월 일 사회적 거리 두기 단계가 시행된 후 파티룸을 포함한 다수의 공간 대여업의 운영이 제한되거나 금지되었습니다 이에 따라 많은 자영업자들이 심각한 타격을 입고 폐업을 하거나 개업 단계에서 좌절하는 등 피해 사례가 속출하고 있습니다   파티룸은 사전에 예약한 한 팀이 독립적으로 사용하는 공간입니다 구성원이 즉석에서 모이는 다중집합시설이 아니며 모임의 날짜를 미리 정한 지인들끼리 독립된 공간을 빌려 사용하는 구조입니다 서로 연락처를 가진 지인들끼리 모이기 때문에 감염 상황이 발생했을 때 그 어떤 사업장보다 빠르고 협조적인 역학조사가 가능하며 당일 일정의 대부분을 한 공간에서 소화하기 때문에 추가적인 감염에 대한 가능성이 낮습니다 또한 수시로 인원이 드나드는 것이 아니며 앞 팀과의 이용 텀이 길기 때문에 공간에 잔존하는 감염 위험성도 현저히 적은 편입니다 오히려 방역에 있어 코로나 시대에 적합한 형태일 수 있고 이때문에 안전한 공간을 원하는 손님들이 자발적으로 찾아주고 계십니다  파티룸은 대부분 다목적 이용 공간으로 파티만을 목적으로 운영되는 공간이 아닙니다 파티룸 대여와 관련하여 가장 큰 플랫폼인 스페이스 클라우드를 보면 촬영 스튜디오 스터디룸 연습실 및 회의실 세미나실 독립 오피스나 작업실 등으로 용도에 따라 다양하게 분류되어있습니다 파티를 목적으로 하는 모임이 방역의 규제 대상이라면 해당 용도를 제한하거나 다른 다중이용시설에 준하여 영업시간 혹은 인원을 통제하는 것으로 충분합니다 공간의 정체성이 한 가지로 묶여있지 않기 때문에 한 가지 용도에 대한 규제가 공간 전체에 대한 규제로 이어지는 것은 합리적이지 않습니다  파티룸은 알려진 것보다 피해 규모가 상당히 큽니다 구조상 파티룸은 독립된 팀이 사용하게 되어있기 때문에 하루 매출은 한 팀에 의존하는 바가 큽니다 어느 업종이나 성수기와 비성수기가 있겠지만 연말 모임 자제를 권고하며 인 이상 집합금지 명령이 시행된 것은 파티룸 업장에 따라 연간 전체 매출의 대략 절반 가까이 차지하는 연말 매출을 대부분 증발시키는 결과로 이어졌습니다 영업 제한이 있었던 기간에 비해 업종 특성상 매출 감소 폭이 상당히 높아 단 한 달간의 영업 제한도 즉각적인 폐업에 대한 고민으로 이어지는 것이 현실입니다 심지어 금번 소상공인 버팀목자금의 추가 지원금 지급 여부에 대해서도 설명이 달라 이부분도 불안합니다  코로나 사태의 조기 종식이 전 국민과 정부의 염원이라는 것은 주지의 사실입니다 다행히 한국은 여타의 국가보다 인구대비 감염이 낮은 편이라 락다운 같은 극단의 조치를 취하지 않아도 됐었지만 산업 구조상 자영업의 비중이 로 타 국가에 비해 월등히 높습니다 방역과 관련된 대부분의 행정명령은 자영업자가 피해를 보는 구조로 지속되어왔지만 그에 대한 보상이나 대책이 미미하여 일부 자영업자들은 벌금을 무릅쓰고 영업을 감행하려는 움직임을 보일 정도로 한계를 드러내고 있습니다  영업 금지 지침에도 동시다발적으로 영업을 감행하고 벌금을 무릅쓰겠다는 방식이 결코 정답이 아님을 알지만 극단적인 상황에 내몰린 사람들이 통제되지 않으면 방역뿐 아니라 정부에 대한 신뢰도 무너질 수밖에 없는 부분을 간과하지 않아야 할 것입니다 부디 무책임한 집합금지나 영업 제한을 멈추고 합리적인 대안과 적절한 규제를 마련하여 공간 대여를 업으로 하는 업주들의 현실에 맞는 방역 지침을 새로 마련해주시기 바랍니다,안전건설교통국 안전관리과,안전건설교통국
 공간대여파티룸 집합금지 멈춰주세요, 년 월 일 사회적 거리 두기 단계가 시행된 후 파티룸을 포함한 다수의 공간 대여업의 운영이 제한되거나 금지되었습니다 이에 따라 많은 자영업자들이 심각한 타격을 입고 폐업을 하거나 개업 단계에서 좌절하는 등 피해 사례가 속출하고 있습니다   파티룸은 사전에 예약한 한 팀이 독립적으로 사용하는 공간입니다 구성원이 즉석에서 모이는 다중집합시설이 아니며 모임의 날짜를 미리 정한 지인들끼리 독립된 공간을 빌려 사용하는 구조입니다 서로 연락처를 가진 지인들끼리 모이기 때문에 감염 상황이 발생했을 때 그 어떤 사업장보다 빠르고 협조적인 역학조사가 가능하며 당일 일정의 대부분을 한 공간에서 소화하기 때문에 추가적인 감염에 대한 가능성이 낮습니다 또한 수시로 인원이 드나드는 것이 아니며 앞 팀과의 이용 텀이 길기 때문에 공간에 잔존하는 감염 위험성도 현저히 적은 편입니다 오히려 방역에 있어 코로나 시대에 적합한 형태일 수 있고 이때문에 안전한 공간을 원하는 손님들이 자발적으로 찾아주고 계십니다  파티룸은 대부분 다목적 이용 공간으로 파티만을 목적으로 운영되는 공간이 아닙니다 파티룸 대여와 관련하여 가장 큰 플랫폼인 스페이스 클라우드를 보면 촬영 스튜디오 스터디룸 연습실 및 회의실 세미나실 독립 오피스나 작업실 등으로 용도에 따라 다양하게 분류되어있습니다 파티를 목적으로 하는 모임이 방역의 규제 대상이라면 해당 용도를 제한하거나 다른 다중이용시설에 준하여 영업시간 혹은 인원을 통제하는 것으로 충분합니다 공간의 정체성이 한 가지로 묶여있지 않기 때문에 한 가지 용도에 대한 규제가 공간 전체에 대한 규제로 이어지는 것은 합리적이지 않습니다  파티룸은 알려진 것보다 피해 규모가 상당히 큽니다 구조상 파티룸은 독립된 팀이 사용하게 되어있기 때문에 하루 매출은 한 팀에 의존하는 바가 큽니다 어느 업종이나 성수기와 비성수기가 있겠지만 연말 모임 자제를 권고하며 인 이상 집합금지 명령이 시행된 것은 파티룸 업장에 따라 연간 전체 매출의 대략 절반 가까이 차지하는 연말 매출을 대부분 증발시키는 결과로 이어졌습니다 영업 제한이 있었던 기간에 비해 업종 특성상 매출 감소 폭이 상당히 높아 단 한 달간의 영업 제한도 즉각적인 폐업에 대한 고민으로 이어지는 것이 현실입니다 심지어 금번 소상공인 버팀목자금의 추가 지원금 지급 여부에 대해서도 설명이 달라 이부분도 불안합니다  코로나 사태의 조기 종식이 전 국민과 정부의 염원이라는 것은 주지의 사실입니다 다행히 한국은 여타의 국가보다 인구대비 감염이 낮은 편이라 락다운 같은 극단의 조치를 취하지 않아도 됐었지만 산업 구조상 자영업의 비중이 로 타 국가에 비해 월등히 높습니다 방역과 관련된 대부분의 행정명령은 자영업자가 피해를 보는 구조로 지속되어왔지만 그에 대한 보상이나 대책이 미미하여 일부 자영업자들은 벌금을 무릅쓰고 영업을 감행하려는 움직임을 보일 정도로 한계를 드러내고 있습니다  영업 금지 지침에도 동시다발적으로 영업을 감행하고 벌금을 무릅쓰겠다는 방식이 결코 정답이 아님을 알지만 극단적인 상황에 내몰린 사람들이 통제되지 않으면 방역뿐 아니라 정부에 대한 신뢰도 무너질 수밖에 없는 부분을 간과하지 않아야 할 것입니다 부디 무책임한 집합금지나 영업 제한을 멈추고 합리적인 대안과 적절한 규제를 마련하여 공간 대여를 업으로 하는 업주들의 현실에 맞는 방역 지침을 새로 마련해주시기 바랍니다,안전건설교통국 안전관리과,안전건설교통국
 홍익표 구청장의 공약인 경의중앙선 방음벽 설치 진행이 되고있나요, 경의중앙선 주변 방음벽 설치 공약 이행 경과 공유 부탁드립니다공약 현수막도 걸었었는데 진행은 되고있는건가요왕십리역사 주변 주거지에 소음 축소를 위해서 구청에서 검토하고 있으신 안은 있는걸까요 첨부파일   ,스마트포용도시국 맑은환경과,스마트포용도시국
 연무장길  공사 진동 소음 관련,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,스마트포용도시국 맑은환경과,스마트포용도시국
 공동주택아파트 방송설비 사업자 선정에 관한 사항, 본인은 성동구 성수이로 성수동아이파크 아파트에 거주하고 있는 입주자입니다년 월 일 개최된 입주자대표회의를 방청하였습니다회의에 상정된 안건 중 방송설비 사업자 선정에 대한 논의 과정을 보았고 다음날 공개된 회의결과를 확인했습니다일반적으로 공동주택 관리에 있어 용역 또는 공사에 대한 사업자 선정은 공동주택관리법과 시행령 등 관계법령 및 국토교통부고시제호에 따라 전자입찰을 통해 공개적으로 선정하는 것으로 알려져있는데 위 회의에서 공개입찰과정을 거치지 않고 사업자로부터 견적서를 바로 받아 사업자를 선정하려는 것 같아서 본인은 다음날일 오전에 관련 법령과 지침을 확인하고 법령과 지침에 따라 사업자 선정을 아래와 같은 내용으로 아파트내 홈페이지에 글을 올렸음에도 공개된 회의록을 확인해보니 안전 및 긴급하다는 이유로 입주자대표회의에서 사업자를 선정하고 수의계약으로 진행 한다고 합니다본 아파트는 준공 후 년차에 접어들어 장기수선계획에 따라 앞으로 여러 공정에 대한 수선부분 또는 전면교체이 자주 있을 것으로 예상되는는데 이런 방식의 사업자 선정과 수의계약은 법령과 지침을 따르지 않아 많은 문제가 발생할 여지가 입다고 보여집니다참고로 관련 방송설비 공사는 장기수선계획에 포함된 것으로 천만원의 예산이 장기수선충당금으로 집행됩니다이와같이 장기수선충당금 사용에 있어 법령과 지침에 따르지 않고 사업자 선정 및 공사계약을 진행하여도 정당한 것인지 공동주택관리에 있어 감독기관인 성동구청 공동주택과 성수동 민원처리 담당인 이성혜 주무관님에게 민원을 제기하오니 사실확인과 정당하지 않다고 판단돠면 그에 따른 행정조치가 빠른 시일 내에수의계약이 이루어지기 전 있기를 부탁드립니다아래는 본인이 아파트 홈페이지에 회의 다음날 오전에 올린 글입니다어제 입대의 회의를 시작부터 거의 끝까지 방청했습니다공식적인 회의 결과는 조만간 이곳과 게시판에 공개될 것입니다건의 안건이 끝나갈 무렵 발언권을 얻어 관리소장에 가지 질문을 했습니다첫째 입대의가 구성되면 가장 먼저 해야 할 사항이 무엇이라 생각하십니까소장은 어떤 의미에서 묻는 것인지 하면서 자신 없는 모습을 보였습니다입대의가 구성되면 일 내에 구청에 신고해야 하는데 그에 대한 논의가 없어서 묻는 것이고 신고를 하려면 임원구성도 법령과 규약에 정해진 최소 회장 명 감사 명 이사 명이 필요하니 후보자가 없어 부족한 감사 명과 이사 명을 동별 대표자들이 선출하여야 한다고 했습니다둘째 동별대표자들은 모두 홈페이지에 가입하였느냐소장은 알아보겠다는 답변을 하자 여기저기서 가입했다는 말을 들었습니다이 두 가지 질문을 하고 회의장을 나왔습니다이후 감사 명과 이사 명을 선출했는지는 회의록이 공개되면 알 것 같습니다회의에 상정된 건의 안건 중 현재 기능이 마비된 방송설비에 대한 것을 정리해 보았습니다 입주자등과 관리주체 사이에 소통 기능이 제역활을 하지 못하니 관리주체는 하루빨리 복구하려는 마음은 이해합니다 우리 속담에 바늘허리에 실을 묶어 바느질할 수 없음 느꼈습니다회의 초반 입찰에 참여한 청소용역업체 중 최저금액을 제시한 개사를 추첨으로 낙찰하는 과정도 있었음에도 불구하고 관리주체는 제호 안건으로 장충금 사용계획 승인과 제호 안건으로 사업자 선정을 의결해 줄 것을 주문하였다 바로 의결이 되지 않은 것으로 기억하는데 정확한 결과는 회의록이 공개되면 알게 되겠지요 대체로 수선유지와 관련된 용역이나 공사 물품의 구입 및 매각은 관리주체가 선정하고 집행하지만 장충금 사용하는 공사는 입대의가 사업자를 선정하고 관리주체가 집행합니다선정과정 또한 법령에 그 절차와 방법이 정해져 있습니다과연 관리소장이 이런 절차와 과정을 몰랐을까요관리주체의 사업자 선정 의결 제안을 보면 수의계약으로 할 것인지 입찰을 할 것인지 결정하고 입찰할 경우 최저가로 할 것인지 논의할 필요가 있음을 입대의에 주문합니다 좀 더 자세히 관계법령과 국토부의 사업자 사업자 선정 지침을 살펴봅시다방송설비 공사는 장기수선충당금을 사용하는 공사로 공동주택관리법 시행령 제조관리비등의 집행을 위한 사업자 선정 제항 가목에 해당한다제조관리비등의 집행을 위한 사업자 선정  법 제조에 따라 관리주체 또는 입주자대표회의는 다음 각 호의 구분에 따라 사업자를 선정계약의 체결을 포함한다 이하 이 조에서 같다하고 집행하여야 한다 개정    입주자대표회의가 사업자를 선정하고 관리주체가 집행하는 다음 각 목의 사항    가 장기수선충당금을 사용하는 공사이에 따른 사업자 선정은 전자입찰방식으로 선정하는 것을 원칙으로 하며 전자입찰방식을 적용하기 곤란한 경우 국토교통부장관이 정한 주택관리업자 및 사업자 선정지침 고시에 따라야할 것이다법 제조주택관리업자 및 사업자 선정지침은 공동주택관리법 시행령제조제항제호에 따른 주택관리업자 선정과 제조에 따른 사업자 선정 및 제조제항에 따른 전자입찰 방식에 관하여 위임된 사항과 그 시행에 필요한 사항을 규정하는 것을 목적으로 한다지침 제조입찰의 방법은 경쟁입찰을 하여야 한다지침 제조경쟁입찰의 종류는 일반경쟁입찰 제한경쟁입찰 지명경쟁입찰이 있다그러나 보험 공산품 구입 정화조 청소와 같이 타 법령이나 자치법규에서 수수료를 정하고 있는 경우 생산자가 인 뿐인 경우 본 공사와의 동질성 유지 또는 장래의 하자책임 명확성을 위하여 마감공사 또는 연장선상에 있는 추가 공사를 본 공사 금액의  이내에서 현재의 시공자와 계약하는 경우 공사 및 용역 등의 금액이 만원부가가치세를 제외한 금액을 말한다 이하인 경우 일반경쟁입찰 또는 제한경쟁입찰이 회 이상 유찰된 경우 등에는  수의 계약을 할 수 있다본인이 이곳에 있는 입대의 회의록과 장기수선계획서를 살펴본바 지난해 월부터 문제가 발생한 것으로 보이고 방송중단 안내문에도 만원의 수리비를 들여도 여의치 않아 년에 교체하는 것으로 반영하였다고 하는데   자 업체의 의견서에 의하면 수리불가와 신제품 교체를 권한 것으로 보아 늦어도 년 월에 입찰을 하고 업자 선정을 정상적으로 이행하지 못한 이유는 무엇일까년 수립된 장기수선계획에는 수선주기가 년이라 아직 도래하지 않아서 고민했을 수도 있고 마침 이 때가 장기수선계획을 조정하는 시기여서 어떻게든 버틸수 있겠지 하면서 년을 년으로 조정하여 년 월에 교체하고자 한 것으로 추측해봅니다바뿔수록 돌아가라는 말이 있습니다이참에 관리주체는 깨끗이 사과하고 입대의는 법령에 따라 입찰과정을 거쳐 사업자 선정 및 교체 공사를 추진하는 것이 문제가 없을 듯합니다혹시 긴급공사로 처리하고자 하는 생각이 있을 수 있는데 긴급공사에 해당되는 것도 아닐것이고 해당되는 공사라도 사업자 선정 과정을 임의로 할 수 있는 것은 아닙니다관리주체가 그동안 수많은 용역 및 공사를 수행하면서 사업자 선정을 진행해 왔는데 왜 이 건은 엄격한 조건이 필요한 수의 계약까지 거론하면서 입대의에 논의할 것을 주문하는지 이해가 전혀 되질 않습니다,도시관리국 공동주택과,도시관리국
 금남시장 주변 인도 정비요청, 안녕하세요 금호역에서 금남시장으로 난 도로인 장터길은 교통량이 엄청 많은데 인도 폭이 너무 좁아 두 사람이 교차해 지나기도 어려운 길입니다 그런데 이 좁은 길에 도로를 점령하여 물건을 진열하고 있는 점포들이 상당수 있고 또 금남시장 주변에는 아예 길에 노점상들이 진을 치고 있어 왕래가 매우 어려운 지경입니다 인도가 좁아 교차 통행이 되지 않아 찻길로 내려가 다닐 경우도 있고 또 그나마 좁은 인도에 점포에서 설치한 계단이나 좌판도 많고 또 도로 자체가 울퉁불퉁하여 발을 헛디딜 수도 있어 자칫 넘어질 수도 있는 등 매우 위험합니다 이에  점포에서 인도를 점거하여 설치한 불법 시설들을 철거해 주시고  울퉁불퉁한 인도를 평탄하게 정비해 주시고  인도에 불법으로 진열한 상품들을 점포안으로 들여 놓도록 강력하게 조치해 주시기를 부탁드립니다 물론 어려운 시기에 노점을 운영하는 소상공인들의 고충을 모르는 바 아니지만 통행인들의 불편과 위험을 보장하는 것 또한 중요한 일이 아닐까요,안전건설교통국 안전관리과,안전건설교통국
 서울숲타워 지하층 유독물질배출 업체에 관한 민원 미처리차 민원,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,스마트포용도시국 맑은환경과,스마트포용도시국
 구두공장등급대회,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,기획재정국 지역경제과,기획재정국
 구두공장안내성수동책자,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,기획재정국 지역경제과,기획재정국
 옥수강변풍림아이원 앞 한강공원 조명 관련사진 추가  , 옥수강변풍림아이원 아파트 앞 한강공원 새로 설치한 조명이 창밖 볼 때 눈부셔요아파트 쪽에 가림막 또는 갓을 씌워주세요한강길에서만 밝게 보이도록층에서도 눈부실 정도입니다설치 한지 얼마 안됐을 때 조명설치 업체에 얘기해서해결바랍니다첫번째 사진은 낮에 위치 파악 위해 찍었구요두번째 사진은 밤에 찍었습니다밝게 빛나는 그 조명 아파트까지 빛 안오도록 조치바랍니다 첨부파일    ,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  해당 장소는 한강사업본부 소관이므로 관리주체인 서울시 한강사업본부로 이송합니다 담당자이새롬 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 옥수동 극동 아파트 온수 문의, 안녕하세요 옥수동 극동 아파트의 온수 관련하여 문의 드립니다 아주 엄한 새벽 시간대나 한 낮의 시간대가 아닌 충분히 샤워 세안 혹은 식사 준비 등으로 온수를 많이 사용할 수 있는 아침 시 분 전후 오후 시 전후에 온수가 끊기는 날이 여러 날 있었습니다 대충 분 정도 기다리면 다시 나오기도 했지만 한 번은 분 가까이 나오지 않았구요 하필 그 때 샤워 중이라 더 이상 기다릴 수 없어 비누도 제대로 못 닦고 관리사무소로 연락을 드렸습니다 전화 받으신 담당자분께서 동호수를 확인하시고는 바로 뜨거운 물을 보내주겠다고 하셨고 실제로 금방 따뜻한 물이 나오긴 했어요 다만 이런 날이 벌써 여러 날 있으니 앞으로 샤워할 때 참고하기 위해 온수를 보통 몇 시부터 준비하는지 언제쯤이면 차게 식는지 등등 시간을 여쭈어 보았는데 명확한 답변이 없으시더라구요 정해진 시간에 따라 물을 데우고 보내는 것이 아니라면 적어도 아침과 저녁에 샤워 등으로 화장실 사용이 많은 시간대에는 물이 중간에 식는 일이 없도록 촘촘하게 관리해주셔야 할 거 같습니다 가뜩이나 사람 많은 곳이나 병원에 함부로 찾아가기도 힘든 시기이고 감기에 걸리면 이게 감기인지 코로나인지 불안한 시국인데 적어도 한낮과 새벽을 제외한 사람들이 많이 씻는 아침 및 오전 시간대와 저녁 시간대에는 넉넉하게 온수 끊길 걱정없이 관리해주시면 좋겠습니다 매번 불편을 경험한 후 전화를 드리게 되면 저도 모르게 감정적으로 통화를 할 수 있을 거 같아 구청에 민원으로 신청하게 되었구요 해당 아파트 관리사무소에 구청 차원에서 한 번 더 말씀해주시면 큰 도움이 될 거 같습니다 감사합니다,도시관리국 공동주택과,도시관리국
 옥수강변풍림아이원 아파트 앞 한강에 새로 설치한 조명 관련, 옥수강변풍림아이원 아파트 앞 새로 설치한 조명이 층 창문에 서서 밖을 볼 때 눈부셔요조명을 아파트 쪽에 가림막 또는 갓을 씌워주세요한강길에서만 밝게 보이도록층에서도 눈부실 정도면 아래층은 더 할거에요설치 한지 얼마 안됐을 때 조명설치 업체에 얘기해서해결바랍니다,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  해당 장소는 한강사업본부 소관이므로 관리주체인 서울시 한강사업본부로 이송합니다 담당자이새롬 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 금호동가 배수지공원논골사거리 과속방지턱 개 설치요청 제안, 안녕하세요금호동가 배수지공원논골사거리 과속방지턱 개 설치요청 제안드립니다이곳은 내리막길과 커브길로서 평소에 차량 과속이 빈번합니다또한 이곳은 어린이 보호구역으로서 아이들의 교통안전에 특별한 주의가 필요한 지역입니다현재 도로 두 곳에 페인트로만 과속 방지가 표시되어있는데 이곳 두 곳에 과속방지턱을 높고 넓게 설치해 주시길 부탁드립니다과속방지턱 설치 주소 서울시 성동구 행당로 금호동가주변도로첨부파일개 있음 첨부파일   과속방지턱과속방지턱 과속방지턱과속방지턱,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  행당로는 시도구간으로 성동도로사업소 소관 담당자남상현 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 서울숲역 한사랑 교회, 서울숲역 한사랑 교회 십자가 불빛때문에 잠을 잘수가 없습니다적어도 잠을 자는 시간에는 소등해야하지 않나요아파트 사람을 전혀 배려 못하는 행동 아닌가요몇개월동안 고민하다가 도저히 참을수 없어 요청 드려요건축물 불법은 아닌가요 첨부파일   ,도시관리국 도시계획과,도시관리국
 쓰레기 수거 바랍니다, 쓰레기 수거일을 지켜주세요 월 일 목요일 월 일 목요일 모두 수거하지 않아 일요일까지 기다리기 불편합니다수거가 잘 안돼는 이유가 뭘까요,복지국 청소행정과,복지국
 식품위생법을 위반한 홈플러스익스프레스 뚝섬점, 안녕하세요    홈플러스익스프레스에서 구입한 신선식품이 불결하게 관리되고 판매된 일이 발생하였기에 홈플러스익스프레스 뚝섬점을 식품위생법 제조 식품 등의 취급에 관리의무를 다하지 못함 제조 항 위해식품 판매를 하여 관련 법규를 위반 사실을 민원신고 합니다  상황은 아래와 같음     오후 시경 홈플러스익스프레스 뚝섬점 주소 서울특별시 성동구 아차산로  안동빌딩 층 을 방문하여 파인애플 슬라이스컷 제품을 구입함 해당 제품은 접착된 부분이 불량하여 매대에서 이미 개봉된 채로 관리 및 판매 되었음  구매 시 본인은 슬라이스 컷의 포장부분이 불량하여 일부분이 개봉되었다는 사실을 알 리 없었고 직원 또한 해당 제품의 불량 접착부분을 인지하지 못하고 판매함   구입 후 제품의 접착부분에 성인 손 개 약  가 개봉되어 판매되었고 홈플러스에서 판매되는 신선제품 보관진열 관리가 문제가 있다는 사실을 인지함      불량 제품 구매 후 다음 날  포장이 불량하고 온전하지 못한 신선제품을 판매한  해당 매장홈플러스 익스프레스 뚝섬점에 방문하여 항의를 하나 해당 직원들은 매장에서 이미 판매된 제품이며 불량제품을 판매한 사실과 매장에 귀책사유가 없음을 주장함  따라서 본인은 관련 법규인  식품위생법 제조 식품 등의 취급에 있어 홈플러스가 식품을 운반하고 진열함에 있어 용기와 포장을 위생적이고 깨끗하게 관리하지 못하여  식품위생법 제조에서 규정하는 위해식품 포장이 불량하여 개봉된 채로 관리되었으므로 병을 일의는 미생물에 오염되거나 그러할 염려가 있어 인체의 건강을 해칠 우려가 있음을 판매하였음에도 매장이 귀책사유가 없다 일관하는 홈플러스의 태도 및 매장관리 부주의에도 일절 사과하지 않는 직원들의 태도를 고려하여 귀원에 민원을 접수함,보건소 보건위생과,보건소
 금호대우 아파트 단지 앞 버스 정류장  성동형 스마트 쉼터 설치 요청 제안, 안녕하십니까 구청업무에 노고가 많으십니다 금호대우 아파트 단지 앞 버스 정류장  성동형 스마트 쉼터 설치 요청 제안을 드리고자 합니다  정류장 정보 금옥초등학교  금남시장 앞 백범학원터 방면      해당 버스 정류장은 간선 개노선  지선 개노선 이 경유하는 정류장으로써  세대가 거주하는 금호대우아파트 외 지역 주민들이 주로 이용하는 버스 정류장입니다  성동형 스마트 쉼터 제안 배경  인근 지역 거주민이 주로 이용하는 해당 정류장에 성동형 스마트 쉼터를 설치하여 성동구청에서 추진하는 선진 개방형 시설 혜택을 받고자 합니다  금호동 가의 해당 정류장의 경우 노약자 학생 유아 동반 보호자들이 주로 이용하고 있으며  간선 지선의 버스 배차 간격이 분 이상 간격으로 되어 있어서 여름철 더위 겨울철 추위로 부터 지역 주민의 건강을 보호하는 효과도 기대 됩니다  교통 주거환경 개선 효과 및 지역 균형 발전의 형평성  지역주민의 교통 생활환경 개선으로 인해 성동구민으로써 지역 인프라 시설 활용도를 높일 수 있을 뿐만 아니라  인근 지역과의 형평성에도 균형을 맞출 수 있을 것으로 판단 됩니다  대안 정류장 선정   위 정류장이 설치 부합 요건에 미비된다 할지라도 금호대우아파트 거주민들이 주로 이용하는 버스 정류장 시설에 대해 성동 구청에서 스마트 쉼터 설치 요건에 부합되는 지역을 검토 선정하시어 년도 성동구 관내 교통환경 개선 예산에 반영해주신다면 진심으로 감사 드리겠습니다  본 제안의 건은 금호대우아파트 거주민 소유주 입주자 커뮤니티 및 금호동 가 지역 주민의 다수의 요청사례가 있던 사항이며 지역 발전에 큰 도움이 될 수 있을거라 믿어 의심치 않으며 본 민원을 성동 구청에서 긍정적인 검토 후 조속한 시일 내에 실현시켜주시길 간절히 희망합니다,스마트포용도시국 시책추진과,이송이첩/다부처병렬
 금호대우아파트  세대아파트 단지 정문 앞 교통 신호등 탄력 운용 제안, 안녕하십니까 구민 행정업무에 노고가 많으십니다  소개  독서당로   금호대우아파트는  세대가 거주하는 대단지 규모의 아파트입니다   오전 출근 시간대에 다수의 거주민 출근 차량이 개의 정문을 통해  옥수동 동호대교 강남    금호동 강변북로  방향으로 출근 시간대 시 에 집중되어 이동하고 있습니다  출근시간 대 교통신호등 좌회전 신호 탄력 운영 제안의 건  아파트 정문 앞 교차로의 회전 신호가 짧게 설정되어 운용되다 보니 출근 차량이 단지 내 정문 출입구에서 정체되는 현상이 지속적으로 발생되어 거주민들의 불편을 초래하고 있습니다 이에 기타 양방향 직진 차량의 불편을 야기하지 않는 수준으로 출근 시간 시 에 한하여 좌회전 신호를 길게 설정하여 탄력적으로 운용될 수 있도록 조정 요청 드립니다  위 사항은 거주민들의 지속적인 불편사항이며 거주민들의 내부 협의를 거친 후 민원을 드리는 점 이해 부탁 드리며 조속히 개선이 되기를 희망합니다 항상 발빠른 성동구청의 민원 사항 협조 및 개선에 감사 드립니다,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  교통신호등체계 개선 요청사항으로 경찰청으로 이송합니다  담당자우은주 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 부동산 신고필증, 취득세 신고하러 가야하는데 부동산 신고필증 첨부해야 하나봐요성동구 독서당로가길 호이고 지인끼리 하는 거래라 부동산중개사무소 통하지 않고 직거래로 진행할 예정입니다어디서 신고하고 발급받아야하나요 방문없이 인터넷으로 신고하고 발급받고 싶기는 한데코로나라,도시관리국 토지관리과,도시관리국
 개구리 주차가능하게 해주세요, 안녕하세요 금호두산아파트 주민입니다 차로 아파트를 오르내리다 보면 도로 양쪽에 주차가 많이 되어 있어 교행이 어려워 왕래가 아주 어려운 경우가 많습니다 도로 양쪽의 인도 턱을 좀 낮추어 개구리 주차가 가능하게 해주면 약간이라도 숨통이 트일듯 하여 건의드립니다 한번 고려해 주시기 바랍니다 감사합니다,도시관리국 공동주택과,도시관리국
